id,vehicles,pedestrians,cyclist,fatalities,injuries,date,lat,lon,geom,fatality,serious_injury_inja,moderate_injury_injb,minor_injury_injc,nonfatal_injury,uninjured_children_age_0004,uninjured_persons,pedestrian,pedestrian_fatality,pedestrian_nonfatal_injury,pedalcyclist,pedalcyclist_fatality,pedalcyclist_nonfatal_injury,unknown_nonmotorist,unknown_nonmotorist_fatality,unknown_nonmotorist_injury,vehicle_occupant,persons_involved,persons_using_safety_equipment,persons_not_using_safety_equipment,persons_safety_equipment_use_unknown
1427787,2,0,0,0,1,9/2/2011 14:00,45.53764302222222,-122.68355352147222,"SRID=4326;POINT(-122.68355352147222, 45.53764302222222)",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1427788,2,0,0,0,0,9/2/2011 17:00,45.500958763861114,-122.66825498875001,"SRID=4326;POINT(-122.66825498875001, 45.500958763861114)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3
1427958,2,0,0,0,0,8/31/2011 21:00,45.501422527,-122.66215928816668,"SRID=4326;POINT(-122.66215928816668, 45.501422527)",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,4,0,1
1427963,1,0,0,0,1,8/27/2011 2:00,45.53244253883333,-122.67308706255557,"SRID=4326;POINT(-122.67308706255557, 45.53244253883333)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1428447,3,0,0,0,1,9/7/2011 8:00,45.53738338597222,-122.68401874322223,"SRID=4326;POINT(-122.68401874322223, 45.53738338597222)",0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,3
1428975,2,0,0,0,2,9/8/2011 18:00,45.508035957694446,-122.66898870894445,"SRID=4326;POINT(-122.66898870894445, 45.508035957694446)",0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1429305,2,0,0,0,0,9/12/2011 13:00,45.585923354722226,-122.76267240347222,"SRID=4326;POINT(-122.76267240347222, 45.585923354722226)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2
1430174,3,0,0,0,0,10/28/2011 18:00,45.50840644486111,-122.66834752869445,"SRID=4326;POINT(-122.66834752869445, 45.50840644486111)",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,4
1430253,2,0,0,0,1,9/22/2011 17:00,45.53921063838889,-122.68180047408333,"SRID=4326;POINT(-122.68180047408333, 45.53921063838889)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1430307,3,0,0,0,0,9/23/2011 13:00,45.51287192777778,-122.66961524488889,"SRID=4326;POINT(-122.66961524488889, 45.51287192777778)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1430429,2,0,0,0,0,8/27/2011 18:00,45.50728420330555,-122.67028968597222,"SRID=4326;POINT(-122.67028968597222, 45.50728420330555)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1431327,2,0,0,0,1,8/6/2011 16:00,45.501115044222225,-122.66622319916667,"SRID=4326;POINT(-122.66622319916667, 45.501115044222225)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2
1431331,2,0,0,0,0,8/10/2011 17:00,45.537497590138884,-122.68388010544444,"SRID=4326;POINT(-122.68388010544444, 45.537497590138884)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1431486,2,0,0,0,1,9/16/2011 22:00,45.53806861113889,-122.68318690830556,"SRID=4326;POINT(-122.68318690830556, 45.53806861113889)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1431510,2,0,0,0,1,9/28/2011 17:00,45.50784532819444,-122.66931861677779,"SRID=4326;POINT(-122.66931861677779, 45.50784532819444)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1431997,2,0,0,0,1,9/30/2011 8:00,45.51382974763889,-122.67325494688889,"SRID=4326;POINT(-122.67325494688889, 45.51382974763889)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1432075,2,0,0,0,2,9/30/2011 13:00,45.50709715986111,-122.67061337108333,"SRID=4326;POINT(-122.67061337108333, 45.50709715986111)",0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1432119,2,0,0,0,0,9/16/2011 16:00,45.50784532819444,-122.66931861677779,"SRID=4326;POINT(-122.66931861677779, 45.50784532819444)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1432154,2,0,0,0,1,9/15/2011 19:00,45.53806861113889,-122.68318690830556,"SRID=4326;POINT(-122.68318690830556, 45.53806861113889)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1432157,2,0,0,0,1,9/17/2011 10:00,45.500880611305554,-122.66927087944445,"SRID=4326;POINT(-122.66927087944445, 45.500880611305554)",0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,4,4,3,0,1
1432160,2,0,0,0,0,9/19/2011 14:00,45.53806861113889,-122.68318690830556,"SRID=4326;POINT(-122.68318690830556, 45.53806861113889)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1432227,2,0,0,0,2,2/19/2011 17:00,45.53772599888889,-122.68360282822222,"SRID=4326;POINT(-122.68360282822222, 45.53772599888889)",0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1432232,5,0,0,0,3,6/3/2011 17:00,45.50728420330555,-122.67028968597222,"SRID=4326;POINT(-122.67028968597222, 45.50728420330555)",0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,6,4,0,2
1433057,2,0,0,0,1,10/11/2011 8:00,45.50734774722222,-122.67017971863889,"SRID=4326;POINT(-122.67017971863889, 45.50734774722222)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1433203,1,0,0,0,0,10/11/2011 21:00,45.538525423555555,-122.68263234194445,"SRID=4326;POINT(-122.68263234194445, 45.538525423555555)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1433717,1,0,0,0,0,10/14/2011 19:00,45.517898058916664,-122.66985665616667,"SRID=4326;POINT(-122.66985665616667, 45.517898058916664)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1433746,2,0,0,0,1,9/26/2011 15:00,45.501161640027775,-122.66561364319445,"SRID=4326;POINT(-122.66561364319445, 45.501161640027775)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1434597,2,0,0,0,0,10/13/2011 16:00,45.51292064588889,-122.66982095850001,"SRID=4326;POINT(-122.66982095850001, 45.51292064588889)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2
1435877,2,0,0,0,0,11/2/2011 19:00,45.508811259,-122.66765008911112,"SRID=4326;POINT(-122.66765008911112, 45.508811259)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1435890,2,0,0,0,0,10/28/2011 16:00,45.53797754530555,-122.68314835375,"SRID=4326;POINT(-122.68314835375, 45.53797754530555)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1435902,3,0,0,0,1,11/1/2011 16:00,45.537866037166665,-122.68328341016667,"SRID=4326;POINT(-122.68328341016667, 45.537866037166665)",0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1436046,5,0,0,0,4,11/3/2011 15:00,45.50838005827778,-122.66839319408334,"SRID=4326;POINT(-122.66839319408334, 45.50838005827778)",0,0,2,2,4,0,2,0,0,0,0,0,0,0,0,0,6,6,3,0,3
1436296,2,0,0,0,1,11/6/2011 18:00,45.507691854,-122.66958421797223,"SRID=4326;POINT(-122.66958421797223, 45.507691854)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1436310,3,0,0,0,0,11/6/2011 10:00,45.51764153691666,-122.66890473019446,"SRID=4326;POINT(-122.66890473019446, 45.51764153691666)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,1,0,2
1436943,3,0,0,0,1,11/10/2011 7:00,45.50803236802778,-122.66899492197223,"SRID=4326;POINT(-122.66899492197223, 45.50803236802778)",0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3,1,0,2
1437023,2,0,0,0,0,10/25/2011 6:00,45.50786390625,-122.66928646436112,"SRID=4326;POINT(-122.66928646436112, 45.50786390625)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1437028,2,0,0,0,0,10/25/2011 17:00,45.585199604972225,-122.7641509618611,"SRID=4326;POINT(-122.7641509618611, 45.585199604972225)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0
1437127,2,0,0,0,0,10/21/2011 17:00,45.53806861113889,-122.68318690830556,"SRID=4326;POINT(-122.68318690830556, 45.53806861113889)",0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0
1437416,3,0,0,0,1,11/18/2011 9:00,45.53808905236111,-122.68301329805556,"SRID=4326;POINT(-122.68301329805556, 45.53808905236111)",0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1437969,2,0,0,0,0,11/16/2011 17:00,45.50878051802778,-122.66770012572222,"SRID=4326;POINT(-122.66770012572222, 45.50878051802778)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1438089,4,0,0,0,1,5/4/2011 16:00,45.508687000555554,-122.66786197630556,"SRID=4326;POINT(-122.66786197630556, 45.508687000555554)",0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,4,4,4,0,0
1438216,2,0,0,0,1,11/17/2011 17:00,45.50734774722222,-122.67017971863889,"SRID=4326;POINT(-122.67017971863889, 45.50734774722222)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1438231,2,0,0,0,1,11/17/2011 9:00,45.507433774194446,-122.67003084511111,"SRID=4326;POINT(-122.67003084511111, 45.507433774194446)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1439325,2,0,0,0,0,12/2/2011 12:00,45.50831292644445,-122.66850937716667,"SRID=4326;POINT(-122.66850937716667, 45.50831292644445)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1439511,2,0,0,0,2,11/4/2011 17:00,45.50728420330555,-122.67028968597222,"SRID=4326;POINT(-122.67028968597222, 45.50728420330555)",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1440173,2,0,0,0,0,12/2/2011 17:00,45.53954752505555,-122.6813749411389,"SRID=4326;POINT(-122.6813749411389, 45.53954752505555)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1440228,2,0,0,0,0,12/13/2011 18:00,45.583942512250005,-122.76680615447222,"SRID=4326;POINT(-122.76680615447222, 45.583942512250005)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1440314,2,0,0,0,0,11/14/2011 0:00,45.501161640027775,-122.66561364319445,"SRID=4326;POINT(-122.66561364319445, 45.501161640027775)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1440370,2,0,0,0,0,12/15/2011 0:00,45.508687000555554,-122.66786197630556,"SRID=4326;POINT(-122.66786197630556, 45.508687000555554)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1440395,1,0,0,0,0,11/12/2011 0:00,45.517450430277776,-122.66823028361111,"SRID=4326;POINT(-122.66823028361111, 45.517450430277776)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1440477,2,0,0,0,0,12/16/2011 16:00,45.50086497955556,-122.66947405852778,"SRID=4326;POINT(-122.66947405852778, 45.50086497955556)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2
1440609,4,0,0,0,0,12/19/2011 8:00,45.50709715986111,-122.67061337108333,"SRID=4326;POINT(-122.67061337108333, 45.50709715986111)",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,1,0,3
1440759,2,0,0,0,0,12/21/2011 18:00,45.539643506333334,-122.68111168883334,"SRID=4326;POINT(-122.68111168883334, 45.539643506333334)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1441259,1,0,0,0,0,12/25/2011 15:00,45.501161640027775,-122.66561364319445,"SRID=4326;POINT(-122.66561364319445, 45.501161640027775)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1441341,2,0,0,0,0,12/22/2011 17:00,45.53808905236111,-122.68301329805556,"SRID=4326;POINT(-122.68301329805556, 45.53808905236111)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1441742,2,0,0,0,1,12/16/2011 6:00,45.50786390625,-122.66928646436112,"SRID=4326;POINT(-122.66928646436112, 45.50786390625)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1441777,2,0,0,0,3,12/23/2011 20:00,45.50786390625,-122.66928646436112,"SRID=4326;POINT(-122.66928646436112, 45.50786390625)",0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0
1442028,1,0,0,0,0,12/1/2011 20:00,45.53808905236111,-122.68301329805556,"SRID=4326;POINT(-122.68301329805556, 45.53808905236111)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1442286,2,0,0,0,1,12/28/2011 0:00,45.53909261127777,-122.68179776455555,"SRID=4326;POINT(-122.68179776455555, 45.53909261127777)",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1442553,1,0,0,0,0,11/22/2011 13:00,45.518040490666664,-122.67042183961111,"SRID=4326;POINT(-122.67042183961111, 45.518040490666664)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1442596,2,0,0,0,0,12/2/2011 13:00,45.501161640027775,-122.66561364319445,"SRID=4326;POINT(-122.66561364319445, 45.501161640027775)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1442624,3,0,0,0,5,11/23/2011 18:00,45.50756476633333,-122.66980415372223,"SRID=4326;POINT(-122.66980415372223, 45.50756476633333)",0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,6,6,2,0,4
1442781,2,0,0,0,0,11/25/2011 18:00,45.53920411669444,-122.68166270238889,"SRID=4326;POINT(-122.68166270238889, 45.53920411669444)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1443122,2,0,0,0,2,11/29/2011 17:00,45.52303224008333,-122.66736954627778,"SRID=4326;POINT(-122.66736954627778, 45.52303224008333)",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1443219,2,0,0,0,1,12/2/2011 13:00,45.51761309069445,-122.66880175463889,"SRID=4326;POINT(-122.66880175463889, 45.51761309069445)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1443826,3,0,0,0,2,12/10/2011 17:00,45.51276959111111,-122.66918315280556,"SRID=4326;POINT(-122.66918315280556, 45.51276959111111)",0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,5,5,5,0,0
1444090,2,0,0,0,0,12/15/2011 18:00,45.52302609680555,-122.66696951233334,"SRID=4326;POINT(-122.66696951233334, 45.52302609680555)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1444902,3,0,0,0,3,12/22/2011 19:00,45.52303637205556,-122.6676386283889,"SRID=4326;POINT(-122.6676386283889, 45.52303637205556)",0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,6,5,0,1
1445217,2,0,0,0,0,12/29/2011 16:00,45.508125888,-122.66883307511111,"SRID=4326;POINT(-122.66883307511111, 45.508125888)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1400398,2,0,0,0,1,1/1/2011 11:00,45.52281944761111,-122.58352287405555,"SRID=4326;POINT(-122.58352287405555, 45.52281944761111)",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1400627,2,0,0,0,0,1/5/2011 13:00,45.52251946505555,-122.65969533138889,"SRID=4326;POINT(-122.65969533138889, 45.52251946505555)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1400738,2,0,0,0,0,1/11/2011 22:00,45.52933053002778,-122.62297165855554,"SRID=4326;POINT(-122.62297165855554, 45.52933053002778)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1400799,2,0,0,0,1,1/4/2011 15:00,45.52281111530556,-122.58146479505555,"SRID=4326;POINT(-122.58146479505555, 45.52281111530556)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1400848,2,0,0,0,0,1/12/2011 12:00,45.52291947486111,-122.65462040041668,"SRID=4326;POINT(-122.65462040041668, 45.52291947486111)",0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1400870,1,0,0,0,0,1/7/2011 10:00,45.522636414527774,-122.557710845,"SRID=4326;POINT(-122.557710845, 45.522636414527774)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1400882,2,0,0,0,0,1/12/2011 15:00,45.522895765444446,-122.61241114697222,"SRID=4326;POINT(-122.61241114697222, 45.522895765444446)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2
1400923,2,0,0,0,0,1/13/2011 7:00,45.52288889797222,-122.64549453866667,"SRID=4326;POINT(-122.64549453866667, 45.52288889797222)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0
1400943,2,0,0,0,0,1/6/2011 0:00,45.522919458194444,-122.65563485658333,"SRID=4326;POINT(-122.65563485658333, 45.522919458194444)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1401026,2,0,0,0,1,1/14/2011 17:00,45.5235366355,-122.62300023547222,"SRID=4326;POINT(-122.62300023547222, 45.5235366355)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1401030,2,0,0,0,1,1/15/2011 18:00,45.52289869552778,-122.68408491275001,"SRID=4326;POINT(-122.68408491275001, 45.52289869552778)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2
1402013,2,0,0,0,1,1/26/2011 6:00,45.522311108694446,-122.51065273963889,"SRID=4326;POINT(-122.51065273963889, 45.522311108694446)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1402088,2,0,0,0,1,1/28/2011 8:00,45.52288714172222,-122.64743890683334,"SRID=4326;POINT(-122.64743890683334, 45.52288714172222)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1402990,2,0,0,0,3,2/7/2011 12:00,45.52291946319444,-122.65360592947223,"SRID=4326;POINT(-122.65360592947223, 45.52291946319444)",0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,6,6,0,0
1402992,2,0,0,0,0,2/7/2011 16:00,45.522885284666664,-122.60676109777778,"SRID=4326;POINT(-122.60676109777778, 45.522885284666664)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1403007,2,0,0,0,1,2/7/2011 15:00,45.52293063925,-122.65664911825,"SRID=4326;POINT(-122.65664911825, 45.52293063925)",0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,4,4,1,0,3
1403013,2,0,0,0,0,2/9/2011 8:00,45.52291113969444,-122.6515770618889,"SRID=4326;POINT(-122.6515770618889, 45.52291113969444)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1403356,2,0,0,0,1,2/10/2011 16:00,45.52292234475,-122.65785005561112,"SRID=4326;POINT(-122.65785005561112, 45.52292234475)",0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1403502,2,0,0,0,0,2/11/2011 15:00,45.522500042527774,-122.537767163,"SRID=4326;POINT(-122.537767163, 45.522500042527774)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2
1403620,2,0,0,0,0,2/12/2011 19:00,45.52293056486111,-122.65766369986112,"SRID=4326;POINT(-122.65766369986112, 45.52293056486111)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0
1403720,2,0,0,0,0,2/4/2011 17:00,45.52291113969444,-122.6515770618889,"SRID=4326;POINT(-122.6515770618889, 45.52291113969444)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2
1403798,2,0,0,0,0,2/14/2011 18:00,45.52298043133333,-122.61500325088889,"SRID=4326;POINT(-122.61500325088889, 45.52298043133333)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1403928,2,0,0,0,0,2/24/2011 13:00,45.52291947486111,-122.65462040041668,"SRID=4326;POINT(-122.65462040041668, 45.52291947486111)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1404300,1,0,0,0,0,2/24/2011 19:00,45.522638031027775,-122.55791932644445,"SRID=4326;POINT(-122.55791932644445, 45.522638031027775)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1404333,2,0,0,0,0,2/18/2011 17:00,45.5235366355,-122.62300023547222,"SRID=4326;POINT(-122.62300023547222, 45.5235366355)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2
1404364,2,0,0,0,0,2/17/2011 0:00,45.522311108694446,-122.51065273963889,"SRID=4326;POINT(-122.51065273963889, 45.522311108694446)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1404422,2,0,0,0,0,2/22/2011 13:00,45.52290842113889,-122.65359993861112,"SRID=4326;POINT(-122.65359993861112, 45.52290842113889)",0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,5,5,5,0,0
1404814,2,0,0,0,0,2/25/2011 16:00,45.5228659035,-122.63128888744444,"SRID=4326;POINT(-122.63128888744444, 45.5228659035)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3
1405219,2,0,0,0,1,3/1/2011 12:00,45.52249563144444,-122.53791951755555,"SRID=4326;POINT(-122.53791951755555, 45.52249563144444)",0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,4,4,2,0,2
1405636,2,0,0,0,1,1/21/2011 22:00,45.52278125894444,-122.57905568572222,"SRID=4326;POINT(-122.57905568572222, 45.52278125894444)",0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,4,4,4,0,0
1406178,2,0,0,0,0,2/2/2011 22:00,45.5228885735,-122.68656317708334,"SRID=4326;POINT(-122.68656317708334, 45.5228885735)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1406365,2,0,0,0,1,3/1/2011 19:00,45.52291113969444,-122.6515770618889,"SRID=4326;POINT(-122.6515770618889, 45.52291113969444)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1406375,2,0,0,0,1,3/2/2011 13:00,45.523134860388886,-122.59373789594444,"SRID=4326;POINT(-122.59373789594444, 45.523134860388886)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1407298,2,0,0,0,1,2/23/2011 9:00,45.52278125894444,-122.57905568572222,"SRID=4326;POINT(-122.57905568572222, 45.52278125894444)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2
1408171,2,0,0,0,0,3/7/2011 15:00,45.522936538555555,-122.6617611326389,"SRID=4326;POINT(-122.6617611326389, 45.522936538555555)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1408174,2,0,0,0,0,3/7/2011 16:00,45.52293063925,-122.65664911825,"SRID=4326;POINT(-122.65664911825, 45.52293063925)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1408556,1,0,0,0,0,3/14/2011 8:00,45.52293063925,-122.65664911825,"SRID=4326;POINT(-122.65664911825, 45.52293063925)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1408692,2,0,0,0,1,3/15/2011 15:00,45.52290002713889,-122.64751915427779,"SRID=4326;POINT(-122.64751915427779, 45.52290002713889)",0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0
1409045,4,0,0,0,1,3/10/2011 16:00,45.522880612583336,-122.60231715558332,"SRID=4326;POINT(-122.60231715558332, 45.522880612583336)",0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,4,4,3,0,1
1409333,3,0,0,0,2,3/10/2011 10:00,45.52264163997222,-122.55840011355555,"SRID=4326;POINT(-122.55840011355555, 45.52264163997222)",0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,4,4,4,0,0
1409981,2,0,0,0,0,3/19/2011 13:00,45.52291946319444,-122.65360592947223,"SRID=4326;POINT(-122.65360592947223, 45.52291946319444)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1410244,2,0,0,0,0,3/21/2011 18:00,45.52304961625,-122.61999475236111,"SRID=4326;POINT(-122.61999475236111, 45.52304961625)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0
1410849,2,0,0,0,0,4/3/2011 8:00,45.523134860388886,-122.59373789594444,"SRID=4326;POINT(-122.59373789594444, 45.523134860388886)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1411246,3,0,0,0,2,3/28/2011 16:00,45.52294362297222,-122.66215023838889,"SRID=4326;POINT(-122.66215023838889, 45.52294362297222)",0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,4,4,2,0,2
1411497,2,0,0,0,0,4/5/2011 16:00,45.522936538555555,-122.6617611326389,"SRID=4326;POINT(-122.6617611326389, 45.522936538555555)",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1411786,2,0,0,0,1,4/5/2011 18:00,45.52288889797222,-122.64549453866667,"SRID=4326;POINT(-122.64549453866667, 45.52288889797222)",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1
1411815,3,0,0,0,3,4/8/2011 18:00,45.52286623836111,-122.62881111019443,"SRID=4326;POINT(-122.62881111019443, 45.52286623836111)",0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,4,4,3,0,1
1411867,2,0,0,0,2,4/8/2011 15:00,45.522311108694446,-122.51065273963889,"SRID=4326;POINT(-122.51065273963889, 45.522311108694446)",0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0
1412268,2,0,0,0,2,4/4/2011 18:00,45.523134860388886,-122.59373789594444,"SRID=4326;POINT(-122.59373789594444, 45.523134860388886)",0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1412531,2,0,0,0,2,4/15/2011 9:00,45.52286106961111,-122.65360524808334,"SRID=4326;POINT(-122.65360524808334, 45.52286106961111)",0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0
